1. open,2. high,3. low,4. close,5. volume
44.5039,44.5039,44.5039,44.5039,20212
44.3381,44.3381,44.3049,44.331,31256
44.3547,44.3807,44.3073,44.3381,35604
44.3736,44.3973,44.3618,44.3736,24228
44.3949,44.4091,44.3736,44.3736,4903072
44.4186,44.4589,44.3144,44.4091,11556776
44.3784,44.4305,44.3641,44.4186,5433348
44.3444,44.4115,44.2836,44.3713,6026616
44.3168,44.4186,44.2931,44.3428,7092552
44.3073,44.3594,44.2457,44.3168,7189884
44.3191,44.3878,44.2386,44.3049,11440408
44.4399,44.5276,44.3049,44.3191,8986976
44.6223,44.646,44.4352,44.4423,324160
44.627,44.6649,44.4826,44.5157,216516
44.6507,44.6744,44.6294,44.6294,14356
44.5536,44.6602,44.5536,44.6602,10488
44.5749,44.6578,44.5749,44.6578,3356
44.511,44.511,44.4565,44.4565,23496
44.5394,44.5442,44.5205,44.5205,14872
44.537,44.5489,44.5299,44.5442,22412
44.5039,44.5442,44.2449,44.5347,11552540
44.3239,44.5631,44.2931,44.4944,13520112
44.3618,44.4897,44.2907,44.3239,7874584
44.4447,44.447,44.312,44.3618,6057292
44.3428,44.4802,44.2765,44.447,8368912
44.5607,44.5702,44.2978,44.3452,9632228
44.6105,44.7052,44.4873,44.5607,11789912
44.492,44.6294,44.2599,44.6105,11120832
44.2955,44.5394,44.2955,44.5039,398016
44.3736,44.4447,44.2907,44.4328,190156
44.3263,44.4091,44.3263,44.4091,800
44.2386,44.3026,44.2197,44.3026,10768
44.601,44.601,44.2315,44.267,31784
44.7005,44.7005,44.6863,44.7005,10512
44.6768,44.6934,44.6768,44.6934,23940
44.691,44.6934,44.6649,44.6744,25380
44.6649,44.6792,44.538,44.6697,6617812
44.6744,44.7076,44.6034,44.6649,9561264
44.7289,44.7621,44.6081,44.6743,5092020
44.8696,44.9113,44.7123,44.7313,5141352
44.8568,44.9042,44.7834,44.872,5609184
44.8426,44.9184,44.781,44.8568,7226656
44.6344,44.8805,44.6081,44.8449,14362604
44.5631,44.7028,44.4447,44.6351,7931684
44.646,44.7358,44.5442,44.5536,133336
44.7265,44.7313,44.5631,44.5986,96336
44.6839,44.6839,44.6839,44.6839,400
44.7123,44.7763,44.7123,44.7384,4264
44.6105,44.646,44.6105,44.646,21824
44.5844,44.6105,44.5702,44.5986,67060
44.5749,44.6105,44.5647,44.5797,33640
44.5631,44.6341,44.5394,44.5655,6202340
44.5678,44.6484,44.4755,44.5773,9994984
44.5797,44.6555,44.5252,44.569,4877180
44.5217,44.6815,44.5181,44.5797,6225744
44.4376,44.5442,44.4163,44.5205,5698784
44.1557,44.4399,44.1391,44.4399,8295144
44.331,44.492,44.1036,44.1534,13519584
44.6602,44.7313,44.2789,44.331,11675396
44.7171,44.7265,44.6105,44.6815,243568
44.7076,44.7171,44.6484,44.7123,125428
44.7407,44.7668,44.7123,44.7289,28412
44.7502,44.7644,44.7076,44.7526,23472
44.691,44.7692,44.691,44.7407,15332
44.7052,44.7194,44.6555,44.6815,77884
44.6342,44.7123,44.6223,44.6934,121664
44.5939,44.6626,44.5939,44.646,1951716
44.6365,44.6365,44.5011,44.5939,13754812
44.4447,44.646,44.4293,44.6342,12051472
44.2197,44.4589,44.1889,44.4455,7245220
44.2694,44.2836,44.177,44.2173,3613804
